seed,condition,category,uid,epoch,accuracy
42,ablation_natural,filler_gap,wh_vs_that_with_gap,10,0.8369565217391305
42,ablation_natural,filler_gap,wh_vs_that_with_gap_long_distance,10,0.878
42,ablation_natural,island_effects,adjunct_island,10,0.735
42,ablation_natural,anaphor_agreement,anaphor_gender_agreement,10,0.904
42,ablation_natural,anaphor_agreement,anaphor_number_agreement,10,0.958
42,ablation_natural,argument_structure,animate_subject_passive,10,0.464
42,ablation_natural,argument_structure,animate_subject_trans,10,0.7333333333333333
42,ablation_natural,argument_structure,causative,10,0.7076446280991735
42,ablation_natural,island_effects,complex_NP_island,10,0.561
42,ablation_natural,island_effects,coordinate_structure_constraint_complex_left_branch,10,0.464
42,ablation_natural,island_effects,coordinate_structure_constraint_object_extraction,10,0.4166666666666667
42,ablation_natural,subject_verb_agreement,distractor_agreement_relational_noun,10,0.37551020408163266
42,ablation_natural,subject_verb_agreement,distractor_agreement_relative_clause,10,0.3910891089108911
42,baseline_five,island_effects,adjunct_island,10,0.864
42,baseline_five,anaphor_agreement,anaphor_gender_agreement,10,0.927
42,baseline_five,anaphor_agreement,anaphor_number_agreement,10,0.976
42,baseline_five,argument_structure,animate_subject_passive,10,0.593
42,baseline_five,argument_structure,animate_subject_trans,10,0.8862745098039215
42,baseline_five,argument_structure,causative,10,0.7076446280991735
42,baseline_five,island_effects,complex_NP_island,10,0.631
42,baseline_five,island_effects,coordinate_structure_constraint_complex_left_branch,10,0.517
42,baseline_five,island_effects,coordinate_structure_constraint_object_extraction,10,0.6730769230769231
42,baseline_five,subject_verb_agreement,distractor_agreement_relational_noun,10,0.5020408163265306
42,baseline_five,subject_verb_agreement,distractor_agreement_relative_clause,10,0.39851485148514854
42,baseline_five,argument_structure,drop_argument,10,0.6486486486486487
42,baseline_five,ellipsis,ellipsis_n_bar_1,10,0.725
42,baseline_five,ellipsis,ellipsis_n_bar_2,10,0.8267074413863404
42,baseline_five,control_raising,existential_there_object_raising,10,0.7147270854788877
42,baseline_five,control_raising,existential_there_subject_raising,10,0.6920565832426551
42,baseline_five,control_raising,expletive_it_object_raising,10,0.8171206225680934
42,baseline_five,argument_structure,inchoative,10,0.698870765370138
42,baseline_five,argument_structure,intransitive,10,0.7529644268774703
42,baseline_five,irregular_forms,irregular_past_participle_adjectives,10,0.899
42,baseline_five,irregular_forms,irregular_past_participle_verbs,10,0.863
42,baseline_five,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,0.6302250803858521
42,baseline_five,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,0.658
42,baseline_five,island_effects,left_branch_island_echo_question,10,0.575
42,baseline_five,island_effects,left_branch_island_simple_question,10,0.401
42,baseline_five,npi_licensing,npi_present_1,10,0.353
42,baseline_five,npi_licensing,npi_present_2,10,0.483
42,baseline_five,npi_licensing,only_npi_licensor_present,10,0.522
42,baseline_five,npi_licensing,only_npi_scope,10,0.554
42,baseline_five,argument_structure,passive_1,10,0.5672969966629589
42,baseline_five,argument_structure,passive_2,10,0.6061946902654868
42,baseline_five,binding,principle_A_c_command,10,0.405
42,baseline_five,binding,principle_A_case_1,10,1.0
42,baseline_five,binding,principle_A_case_2,10,0.8804020100502512
42,baseline_five,binding,principle_A_domain_1,10,0.985
42,baseline_five,binding,principle_A_domain_2,10,0.739
42,baseline_five,binding,principle_A_domain_3,10,0.623
42,baseline_five,binding,principle_A_reconstruction,10,0.4542713567839196
42,baseline_five,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,0.789795918367347
42,baseline_five,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,0.552
42,baseline_five,npi_licensing,sentential_negation_npi_licensor_present,10,1.0
42,baseline_five,npi_licensing,sentential_negation_npi_scope,10,0.346
42,baseline_five,island_effects,sentential_subject_island,10,0.281
42,baseline_five,control_raising,tough_vs_raising_1,10,0.4450610432852386
42,baseline_five,control_raising,tough_vs_raising_2,10,0.7247706422018348
42,baseline_five,argument_structure,transitive,10,0.6804407713498623
42,baseline_five,island_effects,wh_island,10,0.259
42,baseline_five,filler_gap,wh_questions_object_gap,10,0.7815126050420168
42,baseline_five,filler_gap,wh_questions_subject_gap,10,0.9173553719008265
42,baseline_five,filler_gap,wh_questions_subject_gap_long_distance,10,0.95
42,baseline_five,filler_gap,wh_vs_that_no_gap,10,0.9854014598540146
42,baseline_five,filler_gap,wh_vs_that_no_gap_long_distance,10,0.993
42,baseline_five,filler_gap,wh_vs_that_with_gap,10,0.40217391304347827
42,baseline_five,filler_gap,wh_vs_that_with_gap_long_distance,10,0.071
42,ablation_five,island_effects,adjunct_island,10,0.697
42,ablation_five,anaphor_agreement,anaphor_gender_agreement,10,0.897
42,ablation_five,anaphor_agreement,anaphor_number_agreement,10,0.953
42,ablation_five,argument_structure,animate_subject_passive,10,0.488
42,ablation_five,argument_structure,animate_subject_trans,10,0.7490196078431373
42,ablation_five,argument_structure,causative,10,0.637396694214876
42,ablation_five,island_effects,complex_NP_island,10,0.604
42,ablation_five,island_effects,coordinate_structure_constraint_complex_left_branch,10,0.464
42,ablation_five,island_effects,coordinate_structure_constraint_object_extraction,10,0.3782051282051282
42,ablation_five,subject_verb_agreement,distractor_agreement_relational_noun,10,0.35918367346938773
42,ablation_five,subject_verb_agreement,distractor_agreement_relative_clause,10,0.38613861386138615
42,ablation_five,argument_structure,drop_argument,10,0.6511056511056511
42,ablation_five,ellipsis,ellipsis_n_bar_1,10,0.718
42,ablation_five,ellipsis,ellipsis_n_bar_2,10,0.7492354740061162
42,ablation_five,control_raising,existential_there_object_raising,10,0.6570545829042225
42,ablation_five,control_raising,existential_there_subject_raising,10,0.6974972796517954
42,ablation_five,control_raising,expletive_it_object_raising,10,0.8093385214007782
42,ablation_five,argument_structure,inchoative,10,0.7227101631116688
42,ablation_five,argument_structure,intransitive,10,0.7687747035573123
42,ablation_five,irregular_forms,irregular_past_participle_adjectives,10,0.621
42,ablation_five,irregular_forms,irregular_past_participle_verbs,10,0.797
42,ablation_five,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,0.617363344051447
42,ablation_five,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,0.624
42,ablation_five,island_effects,left_branch_island_echo_question,10,0.695
42,ablation_five,island_effects,left_branch_island_simple_question,10,0.428
42,ablation_five,npi_licensing,npi_present_1,10,0.312
42,ablation_five,npi_licensing,npi_present_2,10,0.483
42,ablation_five,npi_licensing,only_npi_licensor_present,10,0.59
42,ablation_five,npi_licensing,only_npi_scope,10,0.229
42,ablation_five,argument_structure,passive_1,10,0.5984427141268076
42,ablation_five,argument_structure,passive_2,10,0.38163716814159293
42,ablation_five,binding,principle_A_c_command,10,0.372
42,ablation_five,binding,principle_A_case_1,10,0.831
42,ablation_five,binding,principle_A_case_2,10,0.8020100502512563
42,ablation_five,binding,principle_A_domain_1,10,0.986
42,ablation_five,binding,principle_A_domain_2,10,0.725
42,ablation_five,binding,principle_A_domain_3,10,0.624
42,ablation_five,binding,principle_A_reconstruction,10,0.14673366834170853
42,ablation_five,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,0.7
42,ablation_five,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,0.607
42,ablation_five,npi_licensing,sentential_negation_npi_licensor_present,10,0.558
42,ablation_five,npi_licensing,sentential_negation_npi_scope,10,0.499
42,ablation_five,island_effects,sentential_subject_island,10,0.299
42,ablation_five,control_raising,tough_vs_raising_1,10,0.5549389567147613
42,ablation_five,control_raising,tough_vs_raising_2,10,0.4380733944954128
42,ablation_five,argument_structure,transitive,10,0.5550964187327824
42,ablation_five,island_effects,wh_island,10,0.245
42,ablation_five,filler_gap,wh_questions_object_gap,10,0.2605042016806723
42,ablation_five,filler_gap,wh_questions_subject_gap,10,0.2727272727272727
42,ablation_five,filler_gap,wh_questions_subject_gap_long_distance,10,0.219
42,ablation_five,filler_gap,wh_vs_that_no_gap,10,0.145985401459854
42,ablation_five,filler_gap,wh_vs_that_no_gap_long_distance,10,0.158
42,ablation_five,filler_gap,wh_vs_that_with_gap,10,0.9239130434782609
42,ablation_five,filler_gap,wh_vs_that_with_gap_long_distance,10,0.869
42,baseline_more,island_effects,adjunct_island,10,0.848
42,baseline_more,anaphor_agreement,anaphor_gender_agreement,10,0.923
42,baseline_more,anaphor_agreement,anaphor_number_agreement,10,0.97
42,baseline_more,argument_structure,animate_subject_passive,10,0.662
42,baseline_more,argument_structure,animate_subject_trans,10,0.8392156862745098
42,baseline_more,argument_structure,causative,10,0.7148760330578512
42,baseline_more,island_effects,complex_NP_island,10,0.592
42,baseline_more,island_effects,coordinate_structure_constraint_complex_left_branch,10,0.474
42,baseline_more,island_effects,coordinate_structure_constraint_object_extraction,10,0.6858974358974359
42,baseline_more,subject_verb_agreement,distractor_agreement_relational_noun,10,0.49795918367346936
42,baseline_more,subject_verb_agreement,distractor_agreement_relative_clause,10,0.41089108910891087
42,baseline_more,argument_structure,drop_argument,10,0.6584766584766585
42,baseline_more,ellipsis,ellipsis_n_bar_1,10,0.649
42,baseline_more,ellipsis,ellipsis_n_bar_2,10,0.7940876656472987
42,baseline_more,control_raising,existential_there_object_raising,10,0.6848609680741503
42,baseline_more,control_raising,existential_there_subject_raising,10,0.7823721436343852
42,baseline_more,control_raising,expletive_it_object_raising,10,0.7782101167315175
42,baseline_more,argument_structure,inchoative,10,0.7189460476787954
42,baseline_more,argument_structure,intransitive,10,0.7727272727272727
42,baseline_more,irregular_forms,irregular_past_participle_adjectives,10,0.971
42,baseline_more,irregular_forms,irregular_past_participle_verbs,10,0.852
42,baseline_more,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,0.6527331189710611
42,baseline_more,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,0.843
42,baseline_more,island_effects,left_branch_island_echo_question,10,0.747
42,baseline_more,island_effects,left_branch_island_simple_question,10,0.438
42,baseline_more,npi_licensing,npi_present_1,10,0.364
42,baseline_more,npi_licensing,npi_present_2,10,0.542
42,baseline_more,npi_licensing,only_npi_licensor_present,10,0.546
42,baseline_more,npi_licensing,only_npi_scope,10,0.36
42,baseline_more,argument_structure,passive_1,10,0.6974416017797553
42,baseline_more,argument_structure,passive_2,10,0.6703539823008849
42,baseline_more,binding,principle_A_c_command,10,0.52
42,baseline_more,binding,principle_A_case_1,10,0.999
42,baseline_more,binding,principle_A_case_2,10,0.9246231155778895
42,baseline_more,binding,principle_A_domain_1,10,0.99
42,baseline_more,binding,principle_A_domain_2,10,0.724
42,baseline_more,binding,principle_A_domain_3,10,0.616
42,baseline_more,binding,principle_A_reconstruction,10,0.42311557788944726
42,baseline_more,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,0.753061224489796
42,baseline_more,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,0.773
42,baseline_more,npi_licensing,sentential_negation_npi_licensor_present,10,0.996
42,baseline_more,npi_licensing,sentential_negation_npi_scope,10,0.414
42,baseline_more,island_effects,sentential_subject_island,10,0.344
42,baseline_more,control_raising,tough_vs_raising_1,10,0.5638179800221975
42,baseline_more,control_raising,tough_vs_raising_2,10,0.7144495412844036
42,baseline_more,argument_structure,transitive,10,0.6336088154269972
42,baseline_more,island_effects,wh_island,10,0.448
42,baseline_more,filler_gap,wh_questions_object_gap,10,0.29411764705882354
42,baseline_more,filler_gap,wh_questions_subject_gap,10,0.4793388429752066
42,baseline_more,filler_gap,wh_questions_subject_gap_long_distance,10,0.647
42,baseline_more,filler_gap,wh_vs_that_no_gap,10,0.41605839416058393
42,baseline_more,filler_gap,wh_vs_that_no_gap_long_distance,10,0.793
42,baseline_more,filler_gap,wh_vs_that_with_gap,10,0.9130434782608695
42,baseline_more,filler_gap,wh_vs_that_with_gap_long_distance,10,0.397
42,ablation_more,island_effects,adjunct_island,10,0.726
42,ablation_more,anaphor_agreement,anaphor_gender_agreement,10,0.91
42,ablation_more,anaphor_agreement,anaphor_number_agreement,10,0.954
42,ablation_more,argument_structure,animate_subject_passive,10,0.462
42,ablation_more,argument_structure,animate_subject_trans,10,0.7725490196078432
42,ablation_more,argument_structure,causative,10,0.6849173553719008
42,ablation_more,island_effects,complex_NP_island,10,0.604
42,ablation_more,island_effects,coordinate_structure_constraint_complex_left_branch,10,0.458
42,ablation_more,island_effects,coordinate_structure_constraint_object_extraction,10,0.41025641025641024
42,ablation_more,subject_verb_agreement,distractor_agreement_relational_noun,10,0.3510204081632653
42,ablation_more,subject_verb_agreement,distractor_agreement_relative_clause,10,0.3935643564356436
42,ablation_more,argument_structure,drop_argument,10,0.6584766584766585
42,ablation_more,ellipsis,ellipsis_n_bar_1,10,0.686
42,ablation_more,ellipsis,ellipsis_n_bar_2,10,0.7533129459734964
42,ablation_more,control_raising,existential_there_object_raising,10,0.6385169927909372
42,ablation_more,control_raising,existential_there_subject_raising,10,0.6942328618063112
42,ablation_more,control_raising,expletive_it_object_raising,10,0.7821011673151751
42,ablation_more,argument_structure,inchoative,10,0.7314930991217063
42,ablation_more,argument_structure,intransitive,10,0.7806324110671937
42,ablation_more,irregular_forms,irregular_past_participle_adjectives,10,0.598
42,ablation_more,irregular_forms,irregular_past_participle_verbs,10,0.738
42,ablation_more,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,0.6077170418006431
42,ablation_more,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,0.622
42,ablation_more,island_effects,left_branch_island_echo_question,10,0.678
42,ablation_more,island_effects,left_branch_island_simple_question,10,0.464
42,ablation_more,npi_licensing,npi_present_1,10,0.379
42,ablation_more,npi_licensing,npi_present_2,10,0.593
42,ablation_more,npi_licensing,only_npi_licensor_present,10,0.528
42,ablation_more,npi_licensing,only_npi_scope,10,0.218
42,ablation_more,argument_structure,passive_1,10,0.5962180200222469
42,ablation_more,argument_structure,passive_2,10,0.35176991150442477
42,ablation_more,binding,principle_A_c_command,10,0.395
42,ablation_more,binding,principle_A_case_1,10,0.838
42,ablation_more,binding,principle_A_case_2,10,0.8040201005025126
42,ablation_more,binding,principle_A_domain_1,10,0.967
42,ablation_more,binding,principle_A_domain_2,10,0.702
42,ablation_more,binding,principle_A_domain_3,10,0.589
42,ablation_more,binding,principle_A_reconstruction,10,0.15376884422110554
42,ablation_more,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,0.7020408163265306
42,ablation_more,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,0.597
42,ablation_more,npi_licensing,sentential_negation_npi_licensor_present,10,0.611
42,ablation_more,npi_licensing,sentential_negation_npi_scope,10,0.445
42,ablation_more,island_effects,sentential_subject_island,10,0.35
42,ablation_more,control_raising,tough_vs_raising_1,10,0.5538290788013318
42,ablation_more,control_raising,tough_vs_raising_2,10,0.5103211009174312
42,ablation_more,argument_structure,transitive,10,0.5523415977961432
42,ablation_more,island_effects,wh_island,10,0.386
42,ablation_more,filler_gap,wh_questions_object_gap,10,0.20168067226890757
42,ablation_more,filler_gap,wh_questions_subject_gap,10,0.2644628099173554
42,ablation_more,filler_gap,wh_questions_subject_gap_long_distance,10,0.208
42,ablation_more,filler_gap,wh_vs_that_no_gap,10,0.13138686131386862
42,ablation_more,filler_gap,wh_vs_that_no_gap_long_distance,10,0.126
42,ablation_more,filler_gap,wh_vs_that_with_gap,10,0.8478260869565217
42,ablation_more,filler_gap,wh_vs_that_with_gap_long_distance,10,0.888
42,baseline_random,island_effects,adjunct_island,10,0.806
42,baseline_random,anaphor_agreement,anaphor_gender_agreement,10,0.944
42,baseline_random,anaphor_agreement,anaphor_number_agreement,10,0.967
42,baseline_random,argument_structure,animate_subject_passive,10,0.541
42,baseline_random,argument_structure,animate_subject_trans,10,0.8313725490196079
42,baseline_random,argument_structure,causative,10,0.6818181818181818
42,baseline_random,island_effects,complex_NP_island,10,0.528
42,baseline_random,island_effects,coordinate_structure_constraint_complex_left_branch,10,0.586
42,baseline_random,island_effects,coordinate_structure_constraint_object_extraction,10,0.3782051282051282
42,baseline_random,subject_verb_agreement,distractor_agreement_relational_noun,10,0.44081632653061226
42,baseline_random,subject_verb_agreement,distractor_agreement_relative_clause,10,0.34405940594059403
42,baseline_random,argument_structure,drop_argument,10,0.6167076167076168
42,baseline_random,ellipsis,ellipsis_n_bar_1,10,0.657
42,baseline_random,ellipsis,ellipsis_n_bar_2,10,0.8114169215086646
42,baseline_random,control_raising,existential_there_object_raising,10,0.6879505664263645
42,baseline_random,control_raising,existential_there_subject_raising,10,0.7105549510337323
42,baseline_random,control_raising,expletive_it_object_raising,10,0.7626459143968871
42,baseline_random,argument_structure,inchoative,10,0.6938519447929736
42,baseline_random,argument_structure,intransitive,10,0.7134387351778656
42,baseline_random,irregular_forms,irregular_past_participle_adjectives,10,0.835
42,baseline_random,irregular_forms,irregular_past_participle_verbs,10,0.818
42,baseline_random,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,0.6463022508038585
42,baseline_random,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,0.644
42,baseline_random,island_effects,left_branch_island_echo_question,10,0.706
42,baseline_random,island_effects,left_branch_island_simple_question,10,0.509
42,baseline_random,npi_licensing,npi_present_1,10,0.365
42,baseline_random,npi_licensing,npi_present_2,10,0.417
42,baseline_random,npi_licensing,only_npi_licensor_present,10,0.669
42,baseline_random,npi_licensing,only_npi_scope,10,0.53
42,baseline_random,argument_structure,passive_1,10,0.4860956618464961
42,baseline_random,argument_structure,passive_2,10,0.5564159292035398
42,baseline_random,binding,principle_A_c_command,10,0.362
42,baseline_random,binding,principle_A_case_1,10,0.997
42,baseline_random,binding,principle_A_case_2,10,0.792964824120603
42,baseline_random,binding,principle_A_domain_1,10,0.989
42,baseline_random,binding,principle_A_domain_2,10,0.688
42,baseline_random,binding,principle_A_domain_3,10,0.617
42,baseline_random,binding,principle_A_reconstruction,10,0.38391959798994973
42,baseline_random,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,0.7612244897959184
42,baseline_random,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,0.576
42,baseline_random,npi_licensing,sentential_negation_npi_licensor_present,10,0.99
42,baseline_random,npi_licensing,sentential_negation_npi_scope,10,0.312
42,baseline_random,island_effects,sentential_subject_island,10,0.24
42,baseline_random,control_raising,tough_vs_raising_1,10,0.5216426193118757
42,baseline_random,control_raising,tough_vs_raising_2,10,0.5848623853211009
42,baseline_random,argument_structure,transitive,10,0.6074380165289256
42,baseline_random,island_effects,wh_island,10,0.394
42,baseline_random,filler_gap,wh_questions_object_gap,10,0.40336134453781514
42,baseline_random,filler_gap,wh_questions_subject_gap,10,0.6942148760330579
42,baseline_random,filler_gap,wh_questions_subject_gap_long_distance,10,0.768
42,baseline_random,filler_gap,wh_vs_that_no_gap,10,0.6788321167883211
42,baseline_random,filler_gap,wh_vs_that_no_gap_long_distance,10,0.758
42,baseline_random,filler_gap,wh_vs_that_with_gap,10,0.5760869565217391
42,baseline_random,filler_gap,wh_vs_that_with_gap_long_distance,10,0.391
42,ablation_random,island_effects,adjunct_island,10,0.69
42,ablation_random,anaphor_agreement,anaphor_gender_agreement,10,0.926
42,ablation_random,anaphor_agreement,anaphor_number_agreement,10,0.955
42,ablation_random,argument_structure,animate_subject_passive,10,0.445
42,ablation_random,argument_structure,animate_subject_trans,10,0.7529411764705882
42,ablation_random,argument_structure,causative,10,0.6869834710743802
42,ablation_random,island_effects,complex_NP_island,10,0.566
42,ablation_random,island_effects,coordinate_structure_constraint_complex_left_branch,10,0.506
42,ablation_random,island_effects,coordinate_structure_constraint_object_extraction,10,0.4230769230769231
42,ablation_random,subject_verb_agreement,distractor_agreement_relational_noun,10,0.363265306122449
42,ablation_random,subject_verb_agreement,distractor_agreement_relative_clause,10,0.35396039603960394
42,ablation_random,argument_structure,drop_argument,10,0.6363636363636364
42,ablation_random,ellipsis,ellipsis_n_bar_1,10,0.63
42,ablation_random,ellipsis,ellipsis_n_bar_2,10,0.7543323139653415
42,ablation_random,control_raising,existential_there_object_raising,10,0.6261585993820803
42,ablation_random,control_raising,existential_there_subject_raising,10,0.6702937976060935
42,ablation_random,control_raising,expletive_it_object_raising,10,0.7315175097276264
42,ablation_random,argument_structure,inchoative,10,0.6800501882057717
42,ablation_random,argument_structure,intransitive,10,0.7351778656126482
42,ablation_random,irregular_forms,irregular_past_participle_adjectives,10,0.591
42,ablation_random,irregular_forms,irregular_past_participle_verbs,10,0.754
42,ablation_random,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,0.6141479099678456
42,ablation_random,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,0.614
42,ablation_random,island_effects,left_branch_island_echo_question,10,0.706
42,ablation_random,island_effects,left_branch_island_simple_question,10,0.482
42,ablation_random,npi_licensing,npi_present_1,10,0.356
42,ablation_random,npi_licensing,npi_present_2,10,0.412
42,ablation_random,npi_licensing,only_npi_licensor_present,10,0.789
42,ablation_random,npi_licensing,only_npi_scope,10,0.267
42,ablation_random,argument_structure,passive_1,10,0.5862068965517241
42,ablation_random,argument_structure,passive_2,10,0.38716814159292035
42,ablation_random,binding,principle_A_c_command,10,0.343
42,ablation_random,binding,principle_A_case_1,10,0.896
42,ablation_random,binding,principle_A_case_2,10,0.7668341708542713
42,ablation_random,binding,principle_A_domain_1,10,0.969
