condition,seed,category,uid,epoch,accuracy
natural_function,42,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,0.805
natural_function,42,npi_licensing,sentential_negation_npi_licensor_present,10,0.998
natural_function,42,npi_licensing,sentential_negation_npi_scope,10,0.281
natural_function,42,island_effects,sentential_subject_island,10,0.288
natural_function,42,control_raising,tough_vs_raising_1,10,0.5593784683684795
natural_function,42,control_raising,tough_vs_raising_2,10,0.7637614678899083
natural_function,42,argument_structure,transitive,10,0.7024793388429752
natural_function,42,island_effects,wh_island,10,0.617
natural_function,42,filler_gap,wh_questions_object_gap,10,0.4957983193277311
natural_function,42,filler_gap,wh_questions_subject_gap,10,0.7520661157024794
natural_function,42,filler_gap,wh_questions_subject_gap_long_distance,10,0.81
natural_function,42,filler_gap,wh_vs_that_no_gap,10,0.7007299270072993
natural_function,42,filler_gap,wh_vs_that_no_gap_long_distance,10,0.943
natural_function,42,filler_gap,wh_vs_that_with_gap,10,0.7934782608695652
natural_function,42,filler_gap,wh_vs_that_with_gap_long_distance,10,0.192
natural_function,53,island_effects,adjunct_island,10,0.83
natural_function,53,anaphor_agreement,anaphor_gender_agreement,10,0.918
natural_function,53,anaphor_agreement,anaphor_number_agreement,10,0.974
natural_function,53,argument_structure,animate_subject_passive,10,0.724
natural_function,53,argument_structure,animate_subject_trans,10,0.8666666666666667
natural_function,53,argument_structure,causative,10,0.7572314049586777
natural_function,53,island_effects,complex_NP_island,10,0.556
natural_function,53,island_effects,coordinate_structure_constraint_complex_left_branch,10,0.441
natural_function,53,island_effects,coordinate_structure_constraint_object_extraction,10,0.6474358974358975
natural_function,53,subject_verb_agreement,distractor_agreement_relational_noun,10,0.5306122448979592
natural_function,53,subject_verb_agreement,distractor_agreement_relative_clause,10,0.43564356435643564
natural_function,53,argument_structure,drop_argument,10,0.6388206388206388
natural_function,53,ellipsis,ellipsis_n_bar_1,10,0.75
natural_function,53,ellipsis,ellipsis_n_bar_2,10,0.8613659531090724
natural_function,53,control_raising,existential_there_object_raising,10,0.7621009268795057
natural_function,53,control_raising,existential_there_subject_raising,10,0.7714907508161044
natural_function,53,control_raising,expletive_it_object_raising,10,0.8365758754863813
natural_function,53,argument_structure,inchoative,10,0.7365119196988708
natural_function,53,argument_structure,intransitive,10,0.7984189723320159
natural_function,53,irregular_forms,irregular_past_participle_adjectives,10,0.94
natural_function,53,irregular_forms,irregular_past_participle_verbs,10,0.868
natural_function,53,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,0.6784565916398714
natural_function,53,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,0.864
natural_function,53,island_effects,left_branch_island_echo_question,10,0.675
natural_function,53,island_effects,left_branch_island_simple_question,10,0.447
natural_function,53,npi_licensing,npi_present_1,10,0.419
natural_function,53,npi_licensing,npi_present_2,10,0.516
natural_function,53,npi_licensing,only_npi_licensor_present,10,0.755
natural_function,53,npi_licensing,only_npi_scope,10,0.414
natural_function,53,argument_structure,passive_1,10,0.7208008898776418
natural_function,53,argument_structure,passive_2,10,0.754424778761062
natural_function,53,binding,principle_A_c_command,10,0.497
natural_function,53,binding,principle_A_case_1,10,1.0
natural_function,53,binding,principle_A_case_2,10,0.9206030150753769
natural_function,53,binding,principle_A_domain_1,10,0.993
natural_function,53,binding,principle_A_domain_2,10,0.704
natural_function,53,binding,principle_A_domain_3,10,0.601
natural_function,53,binding,principle_A_reconstruction,10,0.39798994974874374
natural_function,53,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,0.7693877551020408
natural_function,53,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,0.796
natural_function,53,npi_licensing,sentential_negation_npi_licensor_present,10,0.996
natural_function,53,npi_licensing,sentential_negation_npi_scope,10,0.357
natural_function,53,island_effects,sentential_subject_island,10,0.28
natural_function,53,control_raising,tough_vs_raising_1,10,0.5593784683684795
natural_function,53,control_raising,tough_vs_raising_2,10,0.7442660550458715
natural_function,53,argument_structure,transitive,10,0.6983471074380165
natural_function,53,island_effects,wh_island,10,0.553
natural_function,53,filler_gap,wh_questions_object_gap,10,0.47058823529411764
natural_function,53,filler_gap,wh_questions_subject_gap,10,0.6859504132231405
natural_function,53,filler_gap,wh_questions_subject_gap_long_distance,10,0.81
natural_function,53,filler_gap,wh_vs_that_no_gap,10,0.7007299270072993
natural_function,53,filler_gap,wh_vs_that_no_gap_long_distance,10,0.945
natural_function,53,filler_gap,wh_vs_that_with_gap,10,0.717391304347826
natural_function,53,filler_gap,wh_vs_that_with_gap_long_distance,10,0.193
natural_function,67,island_effects,adjunct_island,10,0.803
natural_function,67,anaphor_agreement,anaphor_gender_agreement,10,0.932
natural_function,67,anaphor_agreement,anaphor_number_agreement,10,0.977
natural_function,67,argument_structure,animate_subject_passive,10,0.718
natural_function,67,argument_structure,animate_subject_trans,10,0.8745098039215686
natural_function,67,argument_structure,causative,10,0.7665289256198347
natural_function,67,island_effects,complex_NP_island,10,0.534
natural_function,67,island_effects,coordinate_structure_constraint_complex_left_branch,10,0.432
natural_function,67,island_effects,coordinate_structure_constraint_object_extraction,10,0.7628205128205128
natural_function,67,subject_verb_agreement,distractor_agreement_relational_noun,10,0.5551020408163265
natural_function,67,subject_verb_agreement,distractor_agreement_relative_clause,10,0.4603960396039604
natural_function,67,argument_structure,drop_argument,10,0.6511056511056511
natural_function,67,ellipsis,ellipsis_n_bar_1,10,0.722
natural_function,67,ellipsis,ellipsis_n_bar_2,10,0.8236493374108053
natural_function,67,control_raising,existential_there_object_raising,10,0.7167868177136972
natural_function,67,control_raising,existential_there_subject_raising,10,0.7682263329706203
natural_function,67,control_raising,expletive_it_object_raising,10,0.8132295719844358
natural_function,67,argument_structure,inchoative,10,0.7051442910915935
natural_function,67,argument_structure,intransitive,10,0.8003952569169961
natural_function,67,irregular_forms,irregular_past_participle_adjectives,10,0.91
natural_function,67,irregular_forms,irregular_past_participle_verbs,10,0.876
natural_function,67,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,0.6977491961414791
natural_function,67,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,0.877
natural_function,67,island_effects,left_branch_island_echo_question,10,0.693
natural_function,67,island_effects,left_branch_island_simple_question,10,0.349
natural_function,67,npi_licensing,npi_present_1,10,0.342
natural_function,67,npi_licensing,npi_present_2,10,0.466
natural_function,67,npi_licensing,only_npi_licensor_present,10,0.667
natural_function,67,npi_licensing,only_npi_scope,10,0.527
natural_function,67,argument_structure,passive_1,10,0.7174638487208009
natural_function,67,argument_structure,passive_2,10,0.7654867256637168
natural_function,67,binding,principle_A_c_command,10,0.505
natural_function,67,binding,principle_A_case_1,10,1.0
natural_function,67,binding,principle_A_case_2,10,0.935678391959799
natural_function,67,binding,principle_A_domain_1,10,0.991
natural_function,67,binding,principle_A_domain_2,10,0.743
natural_function,67,binding,principle_A_domain_3,10,0.605
natural_function,67,binding,principle_A_reconstruction,10,0.35175879396984927
natural_function,67,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,0.753061224489796
natural_function,67,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,0.791
natural_function,67,npi_licensing,sentential_negation_npi_licensor_present,10,0.999
natural_function,67,npi_licensing,sentential_negation_npi_scope,10,0.351
natural_function,67,island_effects,sentential_subject_island,10,0.316
natural_function,67,control_raising,tough_vs_raising_1,10,0.5516093229744728
natural_function,67,control_raising,tough_vs_raising_2,10,0.7706422018348624
natural_function,67,argument_structure,transitive,10,0.6652892561983471
natural_function,67,island_effects,wh_island,10,0.521
natural_function,67,filler_gap,wh_questions_object_gap,10,0.4957983193277311
natural_function,67,filler_gap,wh_questions_subject_gap,10,0.71900826446281
natural_function,67,filler_gap,wh_questions_subject_gap_long_distance,10,0.833
natural_function,67,filler_gap,wh_vs_that_no_gap,10,0.7591240875912408
natural_function,67,filler_gap,wh_vs_that_no_gap_long_distance,10,0.947
natural_function,67,filler_gap,wh_vs_that_with_gap,10,0.6956521739130435
natural_function,67,filler_gap,wh_vs_that_with_gap_long_distance,10,0.184
no_function,42,island_effects,adjunct_island,10,0.745
no_function,42,anaphor_agreement,anaphor_gender_agreement,10,0.905
no_function,42,anaphor_agreement,anaphor_number_agreement,10,0.972
no_function,42,argument_structure,animate_subject_passive,10,0.524
no_function,42,argument_structure,animate_subject_trans,10,0.788235294117647
no_function,42,argument_structure,causative,10,0.6105371900826446
no_function,42,island_effects,complex_NP_island,10,0.487
no_function,42,island_effects,coordinate_structure_constraint_complex_left_branch,10,0.444
no_function,42,island_effects,coordinate_structure_constraint_object_extraction,10,0.30128205128205127
no_function,42,subject_verb_agreement,distractor_agreement_relational_noun,10,0.4122448979591837
no_function,42,subject_verb_agreement,distractor_agreement_relative_clause,10,0.42326732673267325
no_function,42,argument_structure,drop_argument,10,0.597051597051597
no_function,42,ellipsis,ellipsis_n_bar_1,10,0.514
no_function,42,ellipsis,ellipsis_n_bar_2,10,0.8827726809378186
no_function,42,control_raising,existential_there_object_raising,10,0.7064881565396498
no_function,42,control_raising,existential_there_subject_raising,10,0.6507072905331882
no_function,42,control_raising,expletive_it_object_raising,10,0.7626459143968871
no_function,42,argument_structure,inchoative,10,0.6348808030112923
no_function,42,argument_structure,intransitive,10,0.7233201581027668
no_function,42,irregular_forms,irregular_past_participle_adjectives,10,0.62
no_function,42,irregular_forms,irregular_past_participle_verbs,10,0.573
no_function,42,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,0.5659163987138264
no_function,42,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,0.588
no_function,42,island_effects,left_branch_island_echo_question,10,0.699
no_function,42,island_effects,left_branch_island_simple_question,10,0.288
no_function,42,npi_licensing,npi_present_1,10,0.372
no_function,42,npi_licensing,npi_present_2,10,0.363
no_function,42,npi_licensing,only_npi_licensor_present,10,0.621
no_function,42,npi_licensing,only_npi_scope,10,0.169
no_function,42,argument_structure,passive_1,10,0.5027808676307007
no_function,42,argument_structure,passive_2,10,0.4778761061946903
no_function,42,binding,principle_A_c_command,10,0.314
no_function,42,binding,principle_A_case_1,10,0.957
no_function,42,binding,principle_A_case_2,10,0.7386934673366834
no_function,42,binding,principle_A_domain_1,10,0.995
no_function,42,binding,principle_A_domain_2,10,0.777
no_function,42,binding,principle_A_domain_3,10,0.641
no_function,42,binding,principle_A_reconstruction,10,0.0814070351758794
no_function,42,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,0.6693877551020408
no_function,42,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,0.578
no_function,42,npi_licensing,sentential_negation_npi_licensor_present,10,0.98
no_function,42,npi_licensing,sentential_negation_npi_scope,10,0.359
no_function,42,island_effects,sentential_subject_island,10,0.362
no_function,42,control_raising,tough_vs_raising_1,10,0.4983351831298557
no_function,42,control_raising,tough_vs_raising_2,10,0.555045871559633
no_function,42,argument_structure,transitive,10,0.4972451790633609
no_function,42,island_effects,wh_island,10,0.723
no_function,42,filler_gap,wh_questions_object_gap,10,0.16806722689075632
no_function,42,filler_gap,wh_questions_subject_gap,10,0.4793388429752066
no_function,42,filler_gap,wh_questions_subject_gap_long_distance,10,0.365
no_function,42,filler_gap,wh_vs_that_no_gap,10,0.2846715328467153
no_function,42,filler_gap,wh_vs_that_no_gap_long_distance,10,0.269
no_function,42,filler_gap,wh_vs_that_with_gap,10,0.8043478260869565
no_function,42,filler_gap,wh_vs_that_with_gap_long_distance,10,0.7
no_function,53,argument_structure,drop_argument,10,0.6167076167076168
no_function,53,ellipsis,ellipsis_n_bar_1,10,0.521
no_function,53,ellipsis,ellipsis_n_bar_2,10,0.8878695208970439
no_function,53,control_raising,existential_there_object_raising,10,0.7270854788877446
no_function,53,control_raising,existential_there_subject_raising,10,0.6659412404787813
no_function,53,control_raising,expletive_it_object_raising,10,0.7665369649805448
no_function,53,argument_structure,inchoative,10,0.6411543287327478
no_function,53,argument_structure,intransitive,10,0.7055335968379447
no_function,53,irregular_forms,irregular_past_participle_adjectives,10,0.56
no_function,53,irregular_forms,irregular_past_participle_verbs,10,0.623
no_function,53,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,0.5627009646302251
no_function,53,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,0.597
no_function,53,island_effects,left_branch_island_echo_question,10,0.617
no_function,53,island_effects,left_branch_island_simple_question,10,0.295
no_function,53,npi_licensing,npi_present_1,10,0.438
no_function,53,npi_licensing,npi_present_2,10,0.462
no_function,53,npi_licensing,only_npi_licensor_present,10,0.691
no_function,53,npi_licensing,only_npi_scope,10,0.176
no_function,53,argument_structure,passive_1,10,0.4727474972191324
no_function,53,argument_structure,passive_2,10,0.4756637168141593
no_function,53,binding,principle_A_c_command,10,0.357
no_function,53,binding,principle_A_case_1,10,0.96
no_function,53,binding,principle_A_case_2,10,0.700502512562814
no_function,53,binding,principle_A_domain_1,10,0.998
no_function,53,binding,principle_A_domain_2,10,0.745
no_function,53,binding,principle_A_domain_3,10,0.654
no_function,53,binding,principle_A_reconstruction,10,0.11155778894472362
no_function,53,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,0.6918367346938775
no_function,53,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,0.588
no_function,53,npi_licensing,sentential_negation_npi_licensor_present,10,0.965
no_function,53,npi_licensing,sentential_negation_npi_scope,10,0.359
no_function,53,island_effects,sentential_subject_island,10,0.345
no_function,53,control_raising,tough_vs_raising_1,10,0.51165371809101
no_function,53,control_raising,tough_vs_raising_2,10,0.536697247706422
no_function,53,argument_structure,transitive,10,0.4738292011019284
no_function,53,island_effects,wh_island,10,0.772
no_function,53,filler_gap,wh_questions_object_gap,10,0.21008403361344538
no_function,53,filler_gap,wh_questions_subject_gap,10,0.4380165289256198
no_function,53,filler_gap,wh_questions_subject_gap_long_distance,10,0.394
no_function,53,filler_gap,wh_vs_that_no_gap,10,0.30656934306569344
no_function,53,filler_gap,wh_vs_that_no_gap_long_distance,10,0.328
no_function,53,filler_gap,wh_vs_that_with_gap,10,0.7608695652173914
no_function,53,filler_gap,wh_vs_that_with_gap_long_distance,10,0.671
no_function,53,island_effects,adjunct_island,10,0.697
no_function,53,anaphor_agreement,anaphor_gender_agreement,10,0.95
no_function,53,anaphor_agreement,anaphor_number_agreement,10,0.959
no_function,53,argument_structure,animate_subject_passive,10,0.529
no_function,53,argument_structure,animate_subject_trans,10,0.7647058823529411
no_function,53,argument_structure,causative,10,0.609504132231405
no_function,53,island_effects,complex_NP_island,10,0.509
no_function,53,island_effects,coordinate_structure_constraint_complex_left_branch,10,0.425
no_function,53,island_effects,coordinate_structure_constraint_object_extraction,10,0.28846153846153844
no_function,53,subject_verb_agreement,distractor_agreement_relational_noun,10,0.40816326530612246
no_function,53,subject_verb_agreement,distractor_agreement_relative_clause,10,0.41336633663366334
no_function,67,argument_structure,drop_argument,10,0.5921375921375921
no_function,67,ellipsis,ellipsis_n_bar_1,10,0.511
no_function,67,ellipsis,ellipsis_n_bar_2,10,0.8786952089704383
no_function,67,control_raising,existential_there_object_raising,10,0.7106076210092688
no_function,67,control_raising,existential_there_subject_raising,10,0.6887921653971708
no_function,67,control_raising,expletive_it_object_raising,10,0.7276264591439688
no_function,67,argument_structure,inchoative,10,0.6675031367628608
no_function,67,argument_structure,intransitive,10,0.7509881422924901
no_function,67,irregular_forms,irregular_past_participle_adjectives,10,0.571
no_function,67,irregular_forms,irregular_past_participle_verbs,10,0.601
no_function,67,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,0.5755627009646302
no_function,67,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,0.572
no_function,67,island_effects,left_branch_island_echo_question,10,0.601
no_function,67,island_effects,left_branch_island_simple_question,10,0.311
no_function,67,npi_licensing,npi_present_1,10,0.412
no_function,67,npi_licensing,npi_present_2,10,0.42
no_function,67,npi_licensing,only_npi_licensor_present,10,0.721
no_function,67,npi_licensing,only_npi_scope,10,0.15
no_function,67,argument_structure,passive_1,10,0.4849833147942158
no_function,67,argument_structure,passive_2,10,0.4856194690265487
no_function,67,binding,principle_A_c_command,10,0.345
no_function,67,binding,principle_A_case_1,10,0.961
no_function,67,binding,principle_A_case_2,10,0.6763819095477387
no_function,67,binding,principle_A_domain_1,10,0.997
no_function,67,binding,principle_A_domain_2,10,0.689
no_function,67,binding,principle_A_domain_3,10,0.626
no_function,67,binding,principle_A_reconstruction,10,0.14773869346733667
no_function,67,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,0.6836734693877551
no_function,67,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,0.586
no_function,67,npi_licensing,sentential_negation_npi_licensor_present,10,0.99
no_function,67,npi_licensing,sentential_negation_npi_scope,10,0.408
no_function,67,island_effects,sentential_subject_island,10,0.342
no_function,67,control_raising,tough_vs_raising_1,10,0.5216426193118757
no_function,67,control_raising,tough_vs_raising_2,10,0.5275229357798165
no_function,67,argument_structure,transitive,10,0.4820936639118457
no_function,67,island_effects,wh_island,10,0.722
no_function,67,filler_gap,wh_questions_object_gap,10,0.15966386554621848
no_function,67,filler_gap,wh_questions_subject_gap,10,0.4462809917355372
no_function,67,filler_gap,wh_questions_subject_gap_long_distance,10,0.384
no_function,67,filler_gap,wh_vs_that_no_gap,10,0.31386861313868614
no_function,67,filler_gap,wh_vs_that_no_gap_long_distance,10,0.339
no_function,67,filler_gap,wh_vs_that_with_gap,10,0.7934782608695652
no_function,67,filler_gap,wh_vs_that_with_gap_long_distance,10,0.693
no_function,67,island_effects,adjunct_island,10,0.784
no_function,67,anaphor_agreement,anaphor_gender_agreement,10,0.942
no_function,67,anaphor_agreement,anaphor_number_agreement,10,0.961
no_function,67,argument_structure,animate_subject_passive,10,0.545
no_function,67,argument_structure,animate_subject_trans,10,0.7686274509803922
no_function,67,argument_structure,causative,10,0.6074380165289256
no_function,67,island_effects,complex_NP_island,10,0.535
no_function,67,island_effects,coordinate_structure_constraint_complex_left_branch,10,0.466
no_function,67,island_effects,coordinate_structure_constraint_object_extraction,10,0.3717948717948718
no_function,67,subject_verb_agreement,distractor_agreement_relational_noun,10,0.4122448979591837
no_function,67,subject_verb_agreement,distractor_agreement_relative_clause,10,0.39603960396039606
random_function,42,island_effects,adjunct_island,10,0.806
random_function,42,anaphor_agreement,anaphor_gender_agreement,10,0.944
random_function,42,anaphor_agreement,anaphor_number_agreement,10,0.967
random_function,42,argument_structure,animate_subject_passive,10,0.541
random_function,42,argument_structure,animate_subject_trans,10,0.8313725490196079
random_function,42,argument_structure,causative,10,0.6818181818181818
random_function,42,island_effects,complex_NP_island,10,0.528
random_function,42,island_effects,coordinate_structure_constraint_complex_left_branch,10,0.586
random_function,42,island_effects,coordinate_structure_constraint_object_extraction,10,0.3782051282051282
random_function,42,subject_verb_agreement,distractor_agreement_relational_noun,10,0.44081632653061226
random_function,42,subject_verb_agreement,distractor_agreement_relative_clause,10,0.34405940594059403
random_function,42,argument_structure,drop_argument,10,0.6167076167076168
random_function,42,ellipsis,ellipsis_n_bar_1,10,0.657
random_function,42,ellipsis,ellipsis_n_bar_2,10,0.8114169215086646
random_function,42,control_raising,existential_there_object_raising,10,0.6879505664263645
random_function,42,control_raising,existential_there_subject_raising,10,0.7105549510337323
random_function,42,control_raising,expletive_it_object_raising,10,0.7626459143968871
random_function,42,argument_structure,inchoative,10,0.6938519447929736
random_function,42,argument_structure,intransitive,10,0.7134387351778656
random_function,42,irregular_forms,irregular_past_participle_adjectives,10,0.835
random_function,42,irregular_forms,irregular_past_participle_verbs,10,0.818
random_function,42,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,0.6463022508038585
random_function,42,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,0.644
random_function,42,island_effects,left_branch_island_echo_question,10,0.706
random_function,42,island_effects,left_branch_island_simple_question,10,0.509
random_function,42,npi_licensing,npi_present_1,10,0.365
random_function,42,npi_licensing,npi_present_2,10,0.417
random_function,42,npi_licensing,only_npi_licensor_present,10,0.669
random_function,42,npi_licensing,only_npi_scope,10,0.53
random_function,42,argument_structure,passive_1,10,0.4860956618464961
random_function,42,argument_structure,passive_2,10,0.5564159292035398
random_function,42,binding,principle_A_c_command,10,0.362
random_function,42,binding,principle_A_case_1,10,0.997
random_function,42,binding,principle_A_case_2,10,0.792964824120603
random_function,42,binding,principle_A_domain_1,10,0.989
random_function,42,binding,principle_A_domain_2,10,0.688
random_function,42,binding,principle_A_domain_3,10,0.617
random_function,42,binding,principle_A_reconstruction,10,0.38391959798994973
random_function,42,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,0.7612244897959184
random_function,42,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,0.576
random_function,42,npi_licensing,sentential_negation_npi_licensor_present,10,0.99
random_function,42,npi_licensing,sentential_negation_npi_scope,10,0.312
random_function,42,island_effects,sentential_subject_island,10,0.24
random_function,42,control_raising,tough_vs_raising_1,10,0.5216426193118757
random_function,42,control_raising,tough_vs_raising_2,10,0.5848623853211009
random_function,42,argument_structure,transitive,10,0.6074380165289256
random_function,42,island_effects,wh_island,10,0.394
random_function,42,filler_gap,wh_questions_object_gap,10,0.40336134453781514
random_function,42,filler_gap,wh_questions_subject_gap,10,0.6942148760330579
random_function,42,filler_gap,wh_questions_subject_gap_long_distance,10,0.768
random_function,42,filler_gap,wh_vs_that_no_gap,10,0.6788321167883211
random_function,42,filler_gap,wh_vs_that_no_gap_long_distance,10,0.758
random_function,42,filler_gap,wh_vs_that_with_gap,10,0.5760869565217391
random_function,42,filler_gap,wh_vs_that_with_gap_long_distance,10,0.391
random_function,53,island_effects,adjunct_island,10,0.814
random_function,53,anaphor_agreement,anaphor_gender_agreement,10,0.936
random_function,53,anaphor_agreement,anaphor_number_agreement,10,0.968
random_function,53,argument_structure,animate_subject_passive,10,0.559
random_function,53,argument_structure,animate_subject_trans,10,0.8313725490196079
random_function,53,argument_structure,causative,10,0.71900826446281
random_function,53,island_effects,complex_NP_island,10,0.541
random_function,53,island_effects,coordinate_structure_constraint_complex_left_branch,10,0.659
random_function,53,island_effects,coordinate_structure_constraint_object_extraction,10,0.4358974358974359
random_function,53,subject_verb_agreement,distractor_agreement_relational_noun,10,0.39183673469387753
random_function,53,subject_verb_agreement,distractor_agreement_relative_clause,10,0.34405940594059403
random_function,53,argument_structure,drop_argument,10,0.5921375921375921
random_function,53,ellipsis,ellipsis_n_bar_1,10,0.682
random_function,53,ellipsis,ellipsis_n_bar_2,10,0.8256880733944955
random_function,53,control_raising,existential_there_object_raising,10,0.6920700308959835
random_function,53,control_raising,existential_there_subject_raising,10,0.7040261153427638
random_function,53,control_raising,expletive_it_object_raising,10,0.7587548638132295
random_function,53,argument_structure,inchoative,10,0.6976160602258469
random_function,53,argument_structure,intransitive,10,0.7154150197628458
random_function,53,irregular_forms,irregular_past_participle_adjectives,10,0.884
random_function,53,irregular_forms,irregular_past_participle_verbs,10,0.854
random_function,53,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,0.6366559485530546
random_function,53,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,0.642
random_function,53,island_effects,left_branch_island_echo_question,10,0.628
random_function,53,island_effects,left_branch_island_simple_question,10,0.473
random_function,53,npi_licensing,npi_present_1,10,0.36
random_function,53,npi_licensing,npi_present_2,10,0.478
random_function,53,npi_licensing,only_npi_licensor_present,10,0.54
random_function,53,npi_licensing,only_npi_scope,10,0.486
random_function,53,argument_structure,passive_1,10,0.5083426028921023
random_function,53,argument_structure,passive_2,10,0.5464601769911505
random_function,53,binding,principle_A_c_command,10,0.386
random_function,53,binding,principle_A_case_1,10,0.994
random_function,53,binding,principle_A_case_2,10,0.7447236180904523
random_function,53,binding,principle_A_domain_1,10,0.985
random_function,53,binding,principle_A_domain_2,10,0.708
random_function,53,binding,principle_A_domain_3,10,0.613
random_function,53,binding,principle_A_reconstruction,10,0.2723618090452261
random_function,53,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,0.7714285714285715
random_function,53,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,0.58
random_function,53,npi_licensing,sentential_negation_npi_licensor_present,10,0.991
random_function,53,npi_licensing,sentential_negation_npi_scope,10,0.3
random_function,53,island_effects,sentential_subject_island,10,0.264
random_function,53,control_raising,tough_vs_raising_1,10,0.4794672586015538
random_function,53,control_raising,tough_vs_raising_2,10,0.6272935779816514
random_function,53,argument_structure,transitive,10,0.6267217630853994
random_function,53,island_effects,wh_island,10,0.362
random_function,53,filler_gap,wh_questions_object_gap,10,0.3865546218487395
random_function,53,filler_gap,wh_questions_subject_gap,10,0.71900826446281
random_function,53,filler_gap,wh_questions_subject_gap_long_distance,10,0.781
random_function,53,filler_gap,wh_vs_that_no_gap,10,0.6642335766423357
random_function,53,filler_gap,wh_vs_that_no_gap_long_distance,10,0.756
random_function,53,filler_gap,wh_vs_that_with_gap,10,0.6086956521739131
random_function,53,filler_gap,wh_vs_that_with_gap_long_distance,10,0.377
random_function,67,island_effects,adjunct_island,10,0.873
random_function,67,anaphor_agreement,anaphor_gender_agreement,10,0.941
random_function,67,anaphor_agreement,anaphor_number_agreement,10,0.967
random_function,67,argument_structure,animate_subject_passive,10,0.542
random_function,67,argument_structure,animate_subject_trans,10,0.8549019607843137
