condition,category,uid,epoch,n_seeds,mean_acc,std_acc
no_function,argument_structure,passive_2,10,3,0.47971976401179944,0.004268376439081935
no_function,binding,principle_A_c_command,10,3,0.33866666666666667,0.018116904322268246
no_function,binding,principle_A_case_1,10,3,0.9593333333333333,0.0016996731711975965
no_function,binding,principle_A_case_2,10,3,0.7051926298157454,0.02565385556995195
no_function,binding,principle_A_domain_1,10,3,0.9966666666666667,0.0012472191289246482
no_function,binding,principle_A_domain_2,10,3,0.737,0.03636848452529565
no_function,binding,principle_A_domain_3,10,3,0.6403333333333333,0.011440668201153687
no_function,binding,principle_A_reconstruction,10,3,0.1135678391959799,0.027117060428607113
no_function,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,3,0.6816326530612244,0.009277674623799874
no_function,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,3,0.584,0.0043204937989385775
no_function,npi_licensing,sentential_negation_npi_licensor_present,10,3,0.9783333333333333,0.010274023338281637
no_function,npi_licensing,sentential_negation_npi_scope,10,3,0.3753333333333333,0.023098821518760547
no_function,island_effects,sentential_subject_island,10,3,0.3496666666666667,0.008806563209081929
no_function,control_raising,tough_vs_raising_1,10,3,0.5105438401775805,0.009547530818027353
no_function,control_raising,tough_vs_raising_2,10,3,0.5397553516819572,0.011442377329583938
no_function,argument_structure,transitive,10,3,0.48438934802571165,0.009696378366364965
no_function,island_effects,wh_island,10,3,0.739,0.023338094752285748
no_function,filler_gap,wh_questions_object_gap,10,3,0.1792717086834734,0.022056044465019083
no_function,filler_gap,wh_questions_subject_gap,10,3,0.45454545454545453,0.017853280160903207
no_function,filler_gap,wh_questions_subject_gap_long_distance,10,3,0.381,0.012027745701779155
no_function,filler_gap,wh_vs_that_no_gap,10,3,0.30170316301703165,0.012406373512391215
no_function,filler_gap,wh_vs_that_no_gap_long_distance,10,3,0.312,0.030735430152621368
no_function,filler_gap,wh_vs_that_with_gap,10,3,0.7862318840579711,0.018474708382582535
no_function,filler_gap,wh_vs_that_with_gap_long_distance,10,3,0.688,0.012355835328567053
random_function,island_effects,adjunct_island,10,3,0.831,0.029877527787062076
random_function,anaphor_agreement,anaphor_gender_agreement,10,3,0.9403333333333334,0.003299831645537176
random_function,anaphor_agreement,anaphor_number_agreement,10,3,0.9673333333333333,0.00047140452079103207
random_function,argument_structure,animate_subject_passive,10,3,0.5473333333333333,0.008259674462242584
random_function,argument_structure,animate_subject_trans,10,3,0.8392156862745098,0.011091871077436
random_function,argument_structure,causative,10,3,0.696625344352617,0.01610009604347244
random_function,island_effects,complex_NP_island,10,3,0.5406666666666667,0.010208928554075711
random_function,island_effects,coordinate_structure_constraint_complex_left_branch,10,3,0.6243333333333333,0.029914693528246123
random_function,island_effects,coordinate_structure_constraint_object_extraction,10,3,0.40384615384615385,0.023984983248550914
random_function,subject_verb_agreement,distractor_agreement_relational_noun,10,3,0.39727891156462586,0.03354783130867472
random_function,subject_verb_agreement,distractor_agreement_relative_clause,10,3,0.33828382838283827,0.008167900112715877
random_function,argument_structure,drop_argument,10,3,0.597051597051597,0.01446643876548381
random_function,ellipsis,ellipsis_n_bar_1,10,3,0.675,0.01283225103661345
random_function,ellipsis,ellipsis_n_bar_2,10,3,0.8222901800883452,0.00786669174501545
random_function,control_raising,existential_there_object_raising,10,3,0.6903535873669756,0.0017504358096782741
random_function,control_raising,existential_there_subject_raising,10,3,0.7091040986579615,0.0036989622876988084
random_function,control_raising,expletive_it_object_raising,10,3,0.7652399481193255,0.006613514284815572
random_function,argument_structure,inchoative,10,3,0.7051442910915935,0.013396585008822235
random_function,argument_structure,intransitive,10,3,0.7160737812911726,0.002464859938586245
random_function,irregular_forms,irregular_past_participle_adjectives,10,3,0.8653333333333333,0.02163844315615666
random_function,irregular_forms,irregular_past_participle_verbs,10,3,0.8263333333333334,0.02007209228976611
random_function,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,3,0.6452304394426581,0.006607088963525186
random_function,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,3,0.642,0.0016329931618554536
random_function,island_effects,left_branch_island_echo_question,10,3,0.648,0.0416653333119993
random_function,island_effects,left_branch_island_simple_question,10,3,0.498,0.017720045146669364
random_function,npi_licensing,npi_present_1,10,3,0.35133333333333333,0.015923427883328237
random_function,npi_licensing,npi_present_2,10,3,0.44466666666666665,0.02522344588319015
random_function,npi_licensing,only_npi_licensor_present,10,3,0.5973333333333334,0.05363042254375983
random_function,npi_licensing,only_npi_scope,10,3,0.49733333333333335,0.023456816114345597
random_function,argument_structure,passive_1,10,3,0.496477567667779,0.009142623660317345
random_function,argument_structure,passive_2,10,3,0.5549410029498525,0.006407871385318113
random_function,binding,principle_A_c_command,10,3,0.374,0.00979795897113272
random_function,binding,principle_A_case_1,10,3,0.9956666666666667,0.0012472191289246482
random_function,binding,principle_A_case_2,10,3,0.7587939698492462,0.024287529595164954
random_function,binding,principle_A_domain_1,10,3,0.9873333333333333,0.0016996731711975965
random_function,binding,principle_A_domain_2,10,3,0.6943333333333334,0.00967241208569792
random_function,binding,principle_A_domain_3,10,3,0.615,0.0016329931618554536
random_function,binding,principle_A_reconstruction,10,3,0.31189279731993297,0.05101155709563769
random_function,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,3,0.7585034013605443,0.01182186884148488
random_function,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,3,0.5776666666666667,0.0016996731711975965
random_function,npi_licensing,sentential_negation_npi_licensor_present,10,3,0.9883333333333333,0.0030912061651652374
random_function,npi_licensing,sentential_negation_npi_scope,10,3,0.30533333333333335,0.004988876515698593
random_function,island_effects,sentential_subject_island,10,3,0.2683333333333333,0.025090945688745085
random_function,control_raising,tough_vs_raising_1,10,3,0.4983351831298557,0.017501851531653546
random_function,control_raising,tough_vs_raising_2,10,3,0.6035932721712538,0.017675272204429517
random_function,argument_structure,transitive,10,3,0.6147842056932966,0.008515719463265091
random_function,island_effects,wh_island,10,3,0.39766666666666667,0.030728199137310706
random_function,filler_gap,wh_questions_object_gap,10,3,0.3697478991596639,0.03630667057931576
random_function,filler_gap,wh_questions_subject_gap,10,3,0.71900826446281,0.020243716882505584
random_function,filler_gap,wh_questions_subject_gap_long_distance,10,3,0.77,0.008286535263104043
random_function,filler_gap,wh_vs_that_no_gap,10,3,0.681265206812652,0.014998574216469558
random_function,filler_gap,wh_vs_that_no_gap_long_distance,10,3,0.7423333333333333,0.02075786330258704
random_function,filler_gap,wh_vs_that_with_gap,10,3,0.5833333333333334,0.018474708382582583
random_function,filler_gap,wh_vs_that_with_gap_long_distance,10,3,0.38933333333333336,0.009463379711052268
five_function,island_effects,adjunct_island,10,3,0.853,0.01699019324983289
five_function,anaphor_agreement,anaphor_gender_agreement,10,3,0.9273333333333333,0.02000555478416485
five_function,anaphor_agreement,anaphor_number_agreement,10,3,0.9783333333333333,0.0020548046676563273
five_function,argument_structure,animate_subject_passive,10,3,0.594,0.005354126134736342
five_function,argument_structure,animate_subject_trans,10,3,0.8888888888888888,0.009782110815095287
five_function,argument_structure,causative,10,3,0.7324380165289256,0.01824743980646251
five_function,island_effects,complex_NP_island,10,3,0.6206666666666667,0.014613540144521995
five_function,island_effects,coordinate_structure_constraint_complex_left_branch,10,3,0.533,0.021228911104120844
five_function,island_effects,coordinate_structure_constraint_object_extraction,10,3,0.702991452991453,0.021152766958571913
five_function,subject_verb_agreement,distractor_agreement_relational_noun,10,3,0.4897959183673469,0.012016001178677342
five_function,subject_verb_agreement,distractor_agreement_relative_clause,10,3,0.37541254125412543,0.021610232431862716
five_function,argument_structure,drop_argument,10,3,0.6453726453726454,0.012257681856753301
five_function,ellipsis,ellipsis_n_bar_1,10,3,0.7043333333333334,0.027133415233291602
five_function,ellipsis,ellipsis_n_bar_2,10,3,0.837580699966021,0.01260430648385415
five_function,control_raising,existential_there_object_raising,10,3,0.7040851355990388,0.007536731342293209
five_function,control_raising,existential_there_subject_raising,10,3,0.6927820094305405,0.030212063000302963
five_function,control_raising,expletive_it_object_raising,10,3,0.8210116731517509,0.008405629959024484
five_function,argument_structure,inchoative,10,3,0.6997072354663321,0.00515634797404347
five_function,argument_structure,intransitive,10,3,0.7549407114624506,0.0027948884631879187
five_function,irregular_forms,irregular_past_participle_adjectives,10,3,0.9076666666666667,0.010873004286866737
five_function,irregular_forms,irregular_past_participle_verbs,10,3,0.8853333333333333,0.016048537489614313
five_function,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,3,0.6441586280814576,0.017480714287567065
five_function,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,3,0.6623333333333333,0.00987702159335271
five_function,island_effects,left_branch_island_echo_question,10,3,0.5826666666666667,0.03109483701338356
five_function,island_effects,left_branch_island_simple_question,10,3,0.424,0.03685105154537654
five_function,npi_licensing,npi_present_1,10,3,0.36666666666666664,0.010338708279513891
five_function,npi_licensing,npi_present_2,10,3,0.48133333333333334,0.0030912061651652374
five_function,npi_licensing,only_npi_licensor_present,10,3,0.576,0.03922584182228172
five_function,npi_licensing,only_npi_scope,10,3,0.561,0.00920144916122813
five_function,argument_structure,passive_1,10,3,0.5717463848720801,0.012218952208590365
five_function,argument_structure,passive_2,10,3,0.6231563421828908,0.018779987578535138
five_function,binding,principle_A_c_command,10,3,0.40066666666666667,0.010656244908763846
five_function,binding,principle_A_case_1,10,3,1.0,0.0
five_function,binding,principle_A_case_2,10,3,0.8954773869346734,0.011281379055599844
five_function,binding,principle_A_domain_1,10,3,0.9896666666666667,0.00368178700572909
five_function,binding,principle_A_domain_2,10,3,0.722,0.029131884021921156
five_function,binding,principle_A_domain_3,10,3,0.6146666666666667,0.007930251502246887
five_function,binding,principle_A_reconstruction,10,3,0.46767169179229484,0.010325651596262942
five_function,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,3,0.7857142857142857,0.01691129645531433
five_function,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,3,0.577,0.017720045146669312
five_function,npi_licensing,sentential_negation_npi_licensor_present,10,3,0.9966666666666667,0.004714045207910321
five_function,npi_licensing,sentential_negation_npi_scope,10,3,0.31866666666666665,0.03586394041683403
five_function,island_effects,sentential_subject_island,10,3,0.308,0.020314198646923447
five_function,control_raising,tough_vs_raising_1,10,3,0.46096929337772846,0.011687435441310644
five_function,control_raising,tough_vs_raising_2,10,3,0.7285932721712538,0.0027030075733430947
five_function,argument_structure,transitive,10,3,0.6859504132231404,0.006840984584826145
five_function,island_effects,wh_island,10,3,0.371,0.09312357381458251
five_function,filler_gap,wh_questions_object_gap,10,3,0.7647058823529411,0.02376829516593439
five_function,filler_gap,wh_questions_subject_gap,10,3,0.90633608815427,0.015583620522017576
five_function,filler_gap,wh_questions_subject_gap_long_distance,10,3,0.9316666666666666,0.019293061504650343
five_function,filler_gap,wh_vs_that_no_gap,10,3,0.9659367396593674,0.014998574216469553
five_function,filler_gap,wh_vs_that_no_gap_long_distance,10,3,0.9903333333333333,0.004496912521077351
five_function,filler_gap,wh_vs_that_with_gap,10,3,0.4492753623188406,0.05200253657393957
five_function,filler_gap,wh_vs_that_with_gap_long_distance,10,3,0.06866666666666667,0.009533566430716726
within_boundary,island_effects,adjunct_island,10,3,0.8103333333333333,0.005249338582674494
within_boundary,anaphor_agreement,anaphor_gender_agreement,10,3,0.9346666666666666,0.002867441755680835
within_boundary,anaphor_agreement,anaphor_number_agreement,10,3,0.982,0.0029439202887759515
within_boundary,argument_structure,animate_subject_passive,10,3,0.7043333333333333,0.004027681991198194
within_boundary,argument_structure,animate_subject_trans,10,3,0.8418300653594771,0.0018486451795726667
within_boundary,argument_structure,causative,10,3,0.7462121212121212,0.005084305461512906
within_boundary,island_effects,complex_NP_island,10,3,0.359,0.01902629759044044
within_boundary,island_effects,coordinate_structure_constraint_complex_left_branch,10,3,0.43733333333333335,0.005312459150169747
within_boundary,island_effects,coordinate_structure_constraint_object_extraction,10,3,0.4465811965811966,0.025818474302552515
within_boundary,subject_verb_agreement,distractor_agreement_relational_noun,10,3,0.5673469387755102,0.014526637077593638
within_boundary,subject_verb_agreement,distractor_agreement_relative_clause,10,3,0.39521452145214525,0.007651500408824845
within_boundary,argument_structure,drop_argument,10,3,0.6650286650286651,0.018203202924564163
within_boundary,ellipsis,ellipsis_n_bar_1,10,3,0.6883333333333334,0.021312489817527674
within_boundary,ellipsis,ellipsis_n_bar_2,10,3,0.7669045191980972,0.01204216455770939
within_boundary,control_raising,existential_there_object_raising,10,3,0.8166838311019567,0.010229773035188015
within_boundary,control_raising,existential_there_subject_raising,10,3,0.6902430177729416,0.02419054334498815
within_boundary,control_raising,expletive_it_object_raising,10,3,0.7808041504539559,0.012839811850339387
within_boundary,argument_structure,inchoative,10,3,0.713508992053534,0.008217014932826663
within_boundary,argument_structure,intransitive,10,3,0.7509881422924901,0.015393045382803588
within_boundary,irregular_forms,irregular_past_participle_adjectives,10,3,0.8163333333333334,0.010780641085864113
within_boundary,irregular_forms,irregular_past_participle_verbs,10,3,0.859,0.007483314773547889
within_boundary,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,3,0.6366559485530546,0.004547310489945651
within_boundary,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,3,0.8566666666666667,0.005436502143433369
within_boundary,island_effects,left_branch_island_echo_question,10,3,0.5993333333333333,0.02117125934426724
within_boundary,island_effects,left_branch_island_simple_question,10,3,0.5086666666666667,0.0012472191289246482
within_boundary,npi_licensing,npi_present_1,10,3,0.35533333333333333,0.048348273552998304
within_boundary,npi_licensing,npi_present_2,10,3,0.47333333333333333,0.004988876515698573
within_boundary,npi_licensing,only_npi_licensor_present,10,3,0.417,0.0751132478328557
within_boundary,npi_licensing,only_npi_scope,10,3,0.42566666666666664,0.012814921857827401
within_boundary,argument_structure,passive_1,10,3,0.7293288839451242,0.0116781725977187
within_boundary,argument_structure,passive_2,10,3,0.7470501474926253,0.006147983776007795
within_boundary,binding,principle_A_c_command,10,3,0.43666666666666665,0.012970050972229157
within_boundary,binding,principle_A_case_1,10,3,0.9963333333333333,0.0012472191289246482
within_boundary,binding,principle_A_case_2,10,3,0.8760469011725293,0.010325651596262938
within_boundary,binding,principle_A_domain_1,10,3,0.986,0.004242640687119289
within_boundary,binding,principle_A_domain_2,10,3,0.7253333333333333,0.01835453319724829
within_boundary,binding,principle_A_domain_3,10,3,0.6043333333333333,0.011145502331533668
within_boundary,binding,principle_A_reconstruction,10,3,0.2824120603015075,0.025596919926154878
within_boundary,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,3,0.754421768707483,0.008219759165710588
within_boundary,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,3,0.8153333333333334,0.002867441755680835
within_boundary,npi_licensing,sentential_negation_npi_licensor_present,10,3,0.9696666666666667,0.011728408057172799
within_boundary,npi_licensing,sentential_negation_npi_scope,10,3,0.19333333333333333,0.01793197020841701
within_boundary,island_effects,sentential_subject_island,10,3,0.324,0.008485281374238578
within_boundary,control_raising,tough_vs_raising_1,10,3,0.5064742878283389,0.033052918748341924
within_boundary,control_raising,tough_vs_raising_2,10,3,0.7412079510703364,0.013286045257632089
within_boundary,argument_structure,transitive,10,3,0.7033976124885215,0.010449776562663961
within_boundary,island_effects,wh_island,10,3,0.631,0.03581433604950215
within_boundary,filler_gap,wh_questions_object_gap,10,3,0.5742296918767507,0.010480833016173518
within_boundary,filler_gap,wh_questions_subject_gap,10,3,0.9146005509641874,0.015583620522017576
within_boundary,filler_gap,wh_questions_subject_gap_long_distance,10,3,0.906,0.012083045973594584
within_boundary,filler_gap,wh_vs_that_no_gap,10,3,0.9294403892944039,0.020930231793291086
within_boundary,filler_gap,wh_vs_that_no_gap_long_distance,10,3,0.9616666666666667,0.005249338582674546
within_boundary,filler_gap,wh_vs_that_with_gap,10,3,0.35507246376811596,0.05909241460253657
within_boundary,filler_gap,wh_vs_that_with_gap_long_distance,10,3,0.102,0.009933109617167563
more_function,island_effects,adjunct_island,10,3,0.8433333333333333,0.015860503004493775
more_function,anaphor_agreement,anaphor_gender_agreement,10,3,0.913,0.007788880963698622
more_function,anaphor_agreement,anaphor_number_agreement,10,3,0.966,0.0043204937989385775
more_function,argument_structure,animate_subject_passive,10,3,0.6623333333333333,0.002867441755680878
more_function,argument_structure,animate_subject_trans,10,3,0.8300653594771242,0.012940516257008719
more_function,argument_structure,causative,10,3,0.7059228650137741,0.006386789597448795
more_function,island_effects,complex_NP_island,10,3,0.5626666666666666,0.02099735433069813
more_function,island_effects,coordinate_structure_constraint_complex_left_branch,10,3,0.472,0.020461345670963735
more_function,island_effects,coordinate_structure_constraint_object_extraction,10,3,0.6324786324786325,0.07554559628061404
more_function,subject_verb_agreement,distractor_agreement_relational_noun,10,3,0.491156462585034,0.006937441515092213
more_function,subject_verb_agreement,distractor_agreement_relative_clause,10,3,0.4306930693069307,0.01525845050239847
more_function,argument_structure,drop_argument,10,3,0.6723996723996724,0.014787444787279082
more_function,ellipsis,ellipsis_n_bar_1,10,3,0.6433333333333333,0.010964589468932362
more_function,ellipsis,ellipsis_n_bar_2,10,3,0.8093781855249745,0.010820036240632443
more_function,control_raising,existential_there_object_raising,10,3,0.6865774116031582,0.018119661133397396
more_function,control_raising,existential_there_subject_raising,10,3,0.7653246282190788,0.01377354918102831
more_function,control_raising,expletive_it_object_raising,10,3,0.7833981841763943,0.013227028569631094
more_function,argument_structure,inchoative,10,3,0.7252195734002509,0.0044655283362741
more_function,argument_structure,intransitive,10,3,0.7661396574440053,0.004658147438646531
more_function,irregular_forms,irregular_past_participle_adjectives,10,3,0.912,0.04196029869610875
more_function,irregular_forms,irregular_past_participle_verbs,10,3,0.862,0.0072571803523590874
more_function,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,10,3,0.6559485530546624,0.006946131509547562
more_function,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,10,3,0.8453333333333333,0.007930251502246887
more_function,island_effects,left_branch_island_echo_question,10,3,0.7556666666666667,0.008379870059984364
more_function,island_effects,left_branch_island_simple_question,10,3,0.43433333333333335,0.018553226733434344
more_function,npi_licensing,npi_present_1,10,3,0.3883333333333333,0.019223827807061614
more_function,npi_licensing,npi_present_2,10,3,0.506,0.027580186124583496
more_function,npi_licensing,only_npi_licensor_present,10,3,0.6333333333333333,0.06312069567283157
more_function,npi_licensing,only_npi_scope,10,3,0.324,0.0364783040541452
more_function,argument_structure,passive_1,10,3,0.685576566555432,0.008584232037664273
more_function,argument_structure,passive_2,10,3,0.6825221238938053,0.008710185701340491
more_function,binding,principle_A_c_command,10,3,0.51,0.007071067811865481
more_function,binding,principle_A_case_1,10,3,0.9993333333333333,0.00047140452079103207
more_function,binding,principle_A_case_2,10,3,0.9185929648241206,0.0071538212743928195
more_function,binding,principle_A_domain_1,10,3,0.9866666666666667,0.002867441755680878
more_function,binding,principle_A_domain_2,10,3,0.7253333333333333,0.003399346342395193
more_function,binding,principle_A_domain_3,10,3,0.6136666666666667,0.009533566430716737
more_function,binding,principle_A_reconstruction,10,3,0.3678391959798995,0.04040984282015016
more_function,subject_verb_agreement,regular_plural_subject_verb_agreement_1,10,3,0.7496598639455783,0.002545345161070739
more_function,subject_verb_agreement,regular_plural_subject_verb_agreement_2,10,3,0.7616666666666667,0.013299958228840015
more_function,npi_licensing,sentential_negation_npi_licensor_present,10,3,0.9933333333333333,0.0024944382578492965
more_function,npi_licensing,sentential_negation_npi_scope,10,3,0.35266666666666663,0.048650682306509214
more_function,island_effects,sentential_subject_island,10,3,0.3253333333333333,0.025694789787469027
more_function,control_raising,tough_vs_raising_1,10,3,0.5701072881982981,0.01133066432194861
more_function,control_raising,tough_vs_raising_2,10,3,0.7213302752293578,0.011391180753632544
more_function,argument_structure,transitive,10,3,0.6473829201101928,0.010307596106815281
more_function,island_effects,wh_island,10,3,0.4976666666666667,0.03635320557468841
more_function,filler_gap,wh_questions_object_gap,10,3,0.288515406162465,0.020961666032347004
more_function,filler_gap,wh_questions_subject_gap,10,3,0.4573002754820937,0.049739587011757
more_function,filler_gap,wh_questions_subject_gap_long_distance,10,3,0.6036666666666667,0.030814859330452204
more_function,filler_gap,wh_vs_that_no_gap,10,3,0.40875912408759124,0.015768225543571417
more_function,filler_gap,wh_vs_that_no_gap_long_distance,10,3,0.777,0.01267543556122104
more_function,filler_gap,wh_vs_that_with_gap,10,3,0.9094202898550724,0.013556729662224437
more_function,filler_gap,wh_vs_that_with_gap_long_distance,10,3,0.44266666666666665,0.035311313893551
